iban,code_client,valorisation_en_cents
FR3430004044304474255625800,GV8134634,184056
FR1030004118996466088697401,GV8134634,925803
FR9030004566779727507810100,GV8134634,-49468
FR0030004974753296995726700,GV8134634,44117
FR0730004108773191521123801,DM1682341,71749
FR0930004412675484834387501,DM1682341,-64444
FR4030004335012693876518501,DM1682341,-90423
FR7530004129453735259828400,RD8405384,1863
FR8630004853350671757060101,BC6260056,969129
FR9330004747692802951210701,YI3544499,16219
FR1230004112789423240736900,SF6696552,11177
FR5530004286815705046304700,OT7580132,-85557
FR9830004016249798146531800,ZS6734839,173126
FR1630004461763578953914000,ZS6734839,178148
FR8330004585439665271921400,XJ2274752,-4907
FR2530004434026789157025700,JX3267884,-18890
FR0930004026734200296360601,JX3267884,3445
FR4330004382071404350330000,SJ2791230,35005
FR6530004779532326315743200,BN0427338,10361
FR9530004101677787997597300,BN0427338,-42141
FR1130004574846107507393801,XJ0848048,918775
FR9630004448696478664882300,AC4006563,54336
FR4430004558780302653038901,AC4006563,13005
FR1230004821928983345298801,PV8092417,-83240
FR1830004114907714032972000,DY5010362,47989
FR6030004583048342104787601,DY5010362,11365
FR0930004227834599939352400,WW6253820,36533
FR1230004350568365634899100,TU4963258,188316
FR8430004859197337166169301,SA7608693,3266
FR6530004097692426654487601,SA7608693,8795835
FR6230004888356546797288800,SA7608693,150371
FR9030004551750647380524701,SG0094629,23825
FR3730004072190325014811101,SG0094629,22656
FR8830004949596452459775600,SG0094629,48524
FR1530004695943549410591201,SG0094629,-405605
FR2030004675328358944925400,ED0324994,32576
FR5430004089247839611549500,PC4159186,-479629
FR4230004671644276850449600,PC4159186,32052
FR9330004747698337121692600,MI5482647,29227
FR7730004733897323859816901,MI5482647,526718
FR3730004331943767297629401,CR8843306,9275
FR3230004069064192604064501,CR8843306,9715
FR6130004475989772772033101,CR8843306,48368
FR1330004443518881866396801,CR8843306,24877
FR5930004284459532660419901,WY0720798,-138362
FR5730004686111214878228501,GE5739786,-2897
FR1630004461760662909344900,KO9645660,-87870
FR7230004193733032962580000,XC8869011,9580
FR0330004035238144662209800,YC5146056,254726
FR1730004615200855960088001,YC5146056,-96852
FR1230004610230352043955100,YC5146056,48074
FR0930004412672288593610501,YC5146056,91476
FR8730004625915948173881600,NS3468425,21235
FR4030004523514356725493900,NS3468425,15628
FR2430004483096273905343500,ZT8796637,6075
FR0730004128692871965846400,ZT8796637,35894
FR0730004108770657325343500,ZT8796637,105494
FR1030004072907364330634900,ZT8796637,24932
FR1030004072904292245366501,ZT8796637,-34728
FR0430004916204182491808101,ZN9674527,71032
FR1030004072902835445178901,ZN9674527,-336997
FR2730004292405633837354800,RS3243515,6928
FR5430004964672855081643200,GH1901636,6665
FR1130004574843697206165501,GH1901636,165679
FR7330004801413815255367300,QR4376411,7387
FR9630004728778648475276700,QR4376411,-19933
FR3930004121360396230849001,QR4376411,-31261
FR7130004648265606399992401,QR4376411,10226
FR4030004335013634366645800,QR4376411,-197655
FR0330004001948694021785101,SE4911802,48590
FR1730004615205626157625600,DJ5208714,-451124
FR1930004491980525410611601,BO4840460,32319
FR4530004620438755719536500,BO4840460,-156815
FR4830004028704464173820901,DS2048883,-250569
FR6330004071861687904956800,DS2048883,-363110
FR2730004088329109805423000,UN8618770,324695
FR7230004634683838207019100,UN8618770,8529
FR7730004733899703705227600,ZW1432248,116312
FR8230004020509229611138901,VS9404035,165173
FR0230004773805206327601400,AE4906909,142144
FR5030004282912338578461201,AE4906909,41761
FR1730004710511608973273401,FD6114317,74594
FR1330004851315422235837601,QB7951089,39808
FR4730004705809845578852400,QB7951089,-408365
FR5930004298150133504675800,QB7951089,36860
FR1130004708647293928496500,QB7951089,49638
FR9030004132611000129852300,WK7691950,46143
FR9230004591404693806037700,WK7691950,173315
FR5430004964678898900836701,XS5725257,25265
FR2530004434027246412607901,XE3295721,-26347
FR1330004162206873287456501,XE3295721,11964
FR9630004523638155208607501,XE3295721,35013
FR0730004108770695036724001,GN9451599,-43052
FR2030004531840065526700000,GX8388637,-433344
FR2530004515704259958553200,GX8388637,10464
FR8930004739139525396204601,TK7554232,39720
FR8630004423876157228537300,TK7554232,97182
FR1930004101570429894134101,MT7246924,68484
FR3030004068623838979556900,MT7246924,624238
FR5930004298156143551797101,OH6792760,793665
FR6330004626034945349482200,BE3738397,757118
FR4230004033856993982438300,BE3738397,4774
FR8230004020504662663455901,BE3738397,112327
FR2430004936091049843784200,YF8735353,165970
FR9030004810286535994588400,DJ4872902,3423
FR5130004286440216614365401,CG7901208,101794
FR3430004324329240626702301,DT2577522,143710
FR8830004107900125658138900,ZJ5126346,168120
FR0430004431258518836866800,EK7172709,43663
FR8830004374361487129083301,EQ7427063,764609
FR5930004298158998681104201,EQ7427063,34622
FR0330004035231987545478801,EQ7427063,699473
FR9830004359738241815732101,EQ7427063,181416
FR0330004307743852451558101,EQ7427063,332786
FR0730004128696256864550600,YO5464484,17394
FR4230004033852584981934600,NX8329584,29938
FR4830004211794011640371600,NX8329584,650597
FR6130004475987504020040301,NX8329584,212720
FR1330004443510947509198901,UJ9944598,25834
FR0230004773808885741978701,UJ9944598,30087
FR3630004053094726488031900,UJ9944598,-78560
FR3230004069067252229971701,UJ9944598,40914
FR7030004094587234046085901,IX1824837,6957
FR6330004560352304371714700,IX1824837,134163
FR3630004469570799620219000,IX1824837,41061
FR1230004610235330197682801,OG5472019,140815
FR3930004537473226912451800,FO7469022,108658
FR3830004809425581658770200,FO7469022,12430
FR1630004461765040437871400,CE3538042,59099
FR3630004469577030934829301,CE3538042,-10159
FR5930004284451590420464000,CE3538042,678382
FR6530004039888022221179900,VD1512051,-6725
FR2530004434025949896665301,VD1512051,21667
FR8230004851250384868934301,VD1512051,-8811
FR5930004298150657235291800,VO9354079,9209
FR3630004469572572066349501,VO9354079,-472002
FR7930004368576989938987901,XC0921193,-161219
FR9630004448697944672393800,XC0921193,10007
FR2430004483099358814452601,TK5191721,28897
FR0730004108779455753821100,ZH5190187,25646
FR2430004936099584510041600,ZH5190187,157654
FR1130004574840161382305601,SA9954946,35996
FR8230004329012910459397800,IR5466367,36555
FR0330004307745082572378800,IR5466367,31391
FR0930004858278160774057701,UF4016894,-96156
FR3730004331947606860489101,GE8261696,3517
FR3230004069064941563609100,GE8261696,3817
FR5030004282913142133044800,GE8261696,-264388
FR5330004273437892155260201,GV4228641,19507
FR7930004809130348729045800,GV4228641,-55289
FR6130004475981092385830901,VR3375294,-405850
FR6030004733851520400791001,VR3375294,953009
FR6530004097692137840679100,QN1289360,-14867
FR7330004801416794590678300,YC7290295,-60035
FR8630004853357469782738400,YC7290295,28025
FR1230004350565512543604200,EO2384913,-344112
FR5730004686117809867625300,EO2384913,44589
FR8630004853351130495841501,EO2384913,70023
FR7030004407489946202861701,JT2419341,10122
FR9630004726814950286198000,AI9817814,36858
FR2930004299808575017618301,AI9817814,37180
FR0930004026739049981462701,AI9817814,-28135
FR7130004111565617759596301,XF0582995,46325
FR1730004391197452471820301,XF0582995,8229
FR3330004526309650770678201,XF2567077,7030
FR0330004307746020688464701,VR7878861,49070960
FR9530004777950733722506301,VR7878861,3309396
FR8830004949591770274146401,YW8695805,22639
FR8830004949598919374319901,YW8695805,795344
FR7930004809137676276841101,JZ6859175,34773
FR9430004319075170347473200,HK6039564,154001
FR3130004837549826734113700,QY9949627,92746
FR7930004612835744132291300,QE1543340,17513
FR1330004830259300756486401,DO3358012,8908
FR1730004710511054111155700,SW2555787,-95502
FR2730004292402024916666601,SW2555787,46821
FR7030004407486402481078501,CS8263837,195829
FR2530004515704089275358801,CS8263837,44675
FR0430004431259966020441401,VO7915086,10165
FR0030004974752816458878400,VO7915086,18241
FR7830004343655415566841601,ND9543975,666027
FR9630004523636800926532200,EW0298758,11067
FR0730004128699404150515700,AW4996235,198597
FR8730004631255911322095001,AW4996235,45502
FR5130004286442265882170701,ZL0367337,31422
FR6030004367599006827270000,ZL0367337,-470186
FR6730004992479459817842101,ZL0367337,40496
FR8830004374366128085008301,ZL0367337,102766
FR3930004537470118015183201,CX7078838,-86002
FR7730004733893092263279100,GF1529019,23641
FR4830004211792295661118701,NB7128938,7672
FR0730004128699419200144100,DF0890238,117626
FR8630004423873073445581600,YD1798334,295648
FR1330004443516382347872401,CZ0168212,2831190
FR8230004305127215736651501,OJ0932507,-10501
FR7130004898537799803752101,OJ0932507,156459
FR1530004383467463275353201,AO3320892,-79048
FR5730004686111322657287500,UN6093189,663255
FR5530004960689751176604801,UN6093189,141267
FR3730004072191292973104701,XT0000851,2470913
FR5430004692898085929444801,XT0000851,35734
FR9030004132615743554231401,XT0000851,154496
FR8230004305128303735977500,EV0314926,23424
FR3630004469576538342502400,NL1996037,21751
FR1230004610237971632501400,YG3299853,43321
FR6330004071866694177569700,YG3299853,17729
FR7530004964101269327790101,PX4384367,-89098
FR1930004491982569779183201,SG8065763,-79935
FR3130004753686818155937501,SG8065763,-69503
FR3430004324327481904415600,UE0780847,11069
FR9630004728775996102693800,MA1155846,-2145
FR8630004853351743417595001,MA1155846,-100914
FR1630004994637767589686800,MA1155846,-71908
FR3530004209105090140412100,YD5534219,347808
FR2730004088322945796548700,CO7060105,20953
FR1730004615207598117593800,CO7060105,-351212
FR0530004870158616633833500,GG4494686,8313
FR3730004249697132970327400,GG4494686,696313
FR4730004705804929179918901,IH9060274,192461
FR3130004753682349830233100,DL0242093,18649
FR7530004820887754055387700,DL0242093,4438168
FR6430004728021007357791700,CZ5119160,6620
FR6330004626036180645859600,CZ5119160,74691
FR4230004671642203988832500,CZ5119160,-191509
FR3730004331940015947922300,NK9790520,4756
FR7630004038527287513373501,SP2228905,-67113
FR7330004866603744755492500,SP2228905,31203
FR9030004810281342242532001,SP2228905,100827
FR2030004531844374016212100,ZB5341755,15117
FR1330004830253751025483801,ZB5341755,167325
FR5230004624445343667467701,WP9895844,848363
FR9030004810283558787579801,WP9895844,27562
FR0130004806918234204088201,UJ4411259,-145709
FR3930004537479580979324200,UJ4411259,115231
FR7130004111562136389113601,UJ4411259,38629
FR9030004810285782604073301,HC9452339,118031
FR4630004174321972439391200,HC9452339,166262
FR1230004350563532892764800,HC9452339,101068
FR9230004357604039867261901,OQ4285829,49141
FR3430004044308541191970401,YT8823638,-51643
FR3330004526305403827009300,YT8823638,461033
FR3630004480698152561721701,YT8823638,-17423
FR7230004634680538150368100,TC0541731,28611
FR9830004333594491660132400,TC0541731,-122769
FR2430004913061105862371400,IG9966362,-30600
FR2430004483099867539040800,IG9966362,16703
FR5730004686111326546807601,IG9966362,194532
FR1030004236742938504668801,IG9966362,-46015
FR2730004088329608744083400,PA4948541,990557
FR1630004599427988078398301,DA6522966,27071
FR7530004820886634802609400,CP5001616,-209738
FR4730004705806143807287200,NM8670357,180281
FR9630004523633702283822101,NM8670357,-417330
FR7930004368579823630446300,CF2001944,39118
FR3330004526305670045126901,UG9655188,160179
FR8230004305123390825167000,UG9655188,-424991
FR5930004284451134619389901,UG9655188,-262452
FR9830004359736605063508300,VB7070812,20225
FR8630004423870542457957000,VB7070812,-109677
FR6530004779532699162937801,VB7070812,-411919
FR8830004107906678380219701,VB7070812,27332
FR5430004692895688875867200,VB7070812,47975
FR4230004671648835801707900,NP0594332,4107
FR2030004675322473435534101,NP0594332,32402
FR1930004491987708576871701,NP0594332,208235
FR0730004108770927744048600,EA3462088,-34376
FR8730004625914784351279200,EA3462088,29418
FR4430004480540745412550900,XG1239756,600267
FR6130004291643038094564301,AA3605721,6275
FR6230004888351806295248200,SA1976586,-289388
FR2930004299809166012466001,JK1922760,33611
FR1730004139905783057822000,KX2994347,49996
FR4730004783980527097130501,PU1115707,9604260
FR7330004801417960058742800,PU1115707,-17782
FR3130004753680890624886401,FT5902058,-25407
FR8730004567280938549374300,WB9121313,4459
FR7230004634689123810395700,RS9086473,31663
FR1730004615207251681035101,PN8486419,-196289
FR5530004286817517940727201,IO5057184,34510
FR1330004830252634665049301,TY0729982,-63775
FR4830004028701589861947501,TY0729982,32547
FR1130004708645330490528800,DY5554933,40911
FR9430004405566380298357801,DY5554933,178173
FR4630004174326064890926900,NB7136271,-13451
FR7730004819805184516690101,OK5747301,-37657
FR3630004469571515236137401,VB9774786,99577
FR7130004111563790369235601,VB9774786,-66941
FR1730004139904763832716901,HV5535629,-200297
FR1030004236742207066587701,HV5535629,189545
FR1930004101574896941400501,KV7494632,-89632
FR4730004749480928771118800,KV7494632,46460
FR4730004705802980010273801,JD8119189,-73229
FR5030004282914253319219801,DJ7617788,9009
FR9630004728777609292873401,DJ7617788,34115
FR3630004053097593426612700,PD9210069,-77825
FR1030004236748465823192601,PD9210069,61617
FR4830004028700309196839200,AG2041477,6904
FR7330004801413887535674100,AG2041477,151317
FR2930004854178653708484601,PU6831336,38435
FR5130004286447780977647000,PU6831336,-178187
FR7730004819804648514015301,PU6831336,-490833
FR3430004044304146553849101,PU6831336,16067
FR0430004196562763361365600,YN8867671,11396
FR1730004710516403284565401,WA8172923,110999
FR1630004994637283763937901,EE8118218,107954
FR6330004626034519858818000,EE8118218,26884
FR1530004383462386339244500,EE8118218,122025
FR3830004809420207961841001,EE8118218,-95963
FR6130004083936762698756200,EE8118218,-399232
FR6430004728021386308228800,ZY9267178,48991
FR5730004686116554516514200,LK0506272,42199
FR1730004391192903993603001,LK0506272,10504
FR1530004695943182018756800,LK0506272,31175
FR9230004399787639753570300,WJ3002125,602015
FR5330004273437623386916401,WJ3002125,-209707
FR7330004801410079493455401,WJ3002125,47099
FR6230004141840713790498700,LH6150963,15197
FR7130004898537381923362001,LH6150963,24379
FR5430004085519842598428300,XN5204131,20004
FR9830004333595786889037000,XN5204131,11215
FR9830004359730542062253101,FM1463500,47584
FR0330004307743812320075700,AQ3823693,58966
FR7030004094581873218051701,IH2643382,6887715
FR0730004108776064843973200,IH2643382,17292
FR3430004427365456510685300,GF8698521,208775
FR6730004392709239087949901,AN1361537,8452
FR1530004015130502489061400,LQ3147348,-306967
FR6530004779539935198573301,YX9072677,41276
FR8830004443007270159166501,YX9072677,-272510
FR1730004773345309505432900,UQ6153660,197403
FR3630004053097109395954000,UQ6153660,-54553
FR9830004333599822404810700,UQ6153660,14549
FR8530004079607402474175501,FZ8652328,48075
FR1230004350561517498073200,FZ8652328,163304
FR9530004777952885873230001,QT3064100,8752
FR7530004820880407149125301,QT3064100,-49461
FR4530004620435308606606000,ED6695513,-86730
FR5430004085510398762416700,AR2351650,34281
FR9630004448698723530968201,JA5819865,347863
FR6330004626038909525312701,JA5819865,572691
FR7130004111569940728374200,JA5819865,33940
FR2930004299803338768401301,OM4980173,-70548
FR4630004553939198487740800,OI9546815,154459
FR2930004854177929219162801,OI9546815,105377
FR4330004093108277076442201,WO3731005,29683
FR0130004806915666866444100,WO3731005,159995
FR2730004292402157461577900,WO3731005,157029
FR0930004919737257931711500,AK9179910,17005
FR8230004305120957952094001,AK9179910,27662
FR8830004374363428670681400,WU9514007,74775
FR6930004681617770516701700,NS5338001,70236
FR6530004039884613305974601,XE5852577,29859
FR5530004286811893632078800,XE5852577,86468
FR3830004809425155100117900,OL1059515,21887
FR1730004773346174239039900,OL1059515,103838
FR4130004639377646484205400,TK6930496,12134
FR7230004193736216033500800,TK6930496,13703
FR8830004107906041641979201,QK4727196,48599
FR1230004112789630051765501,QK4727196,26863
FR7530004129452523227583201,VM1989772,27112
FR0430004431258088239236300,TO9801609,59928
FR7030004094588685129220000,HJ0776037,-124667
FR1330004162200967578680300,HJ0776037,-219291
FR2930004299807280457946001,GC5638810,222244
FR1430004243326256011275300,UD0832443,8095
FR6330004071867735659796600,UD0832443,18566
FR7230004078534267938373100,YT8150296,-217742
FR4430004558782804219708701,YT8150296,-68588
FR7030004094586079223870000,MZ7151185,129566
FR9630004523635693927170801,MZ7151185,45187
FR9630004726817028070377400,NV8815052,-66590
FR8930004739133073919608901,TT5427173,77235
FR9430004405569796068354000,MG2989578,143301
FR0230004773807840916688601,XO4835236,321609
FR9430004319075510009866400,YK3544463,29637
FR3130004837549645844805401,DK1587624,92077
FR5530004960686535210173001,DK1587624,626846
FR1230004610239155740192300,WF6222436,76784
FR8730004625914074955007100,WF6222436,23961
FR1130004708647497463205100,WF6222436,59114
FR1330004830253608705984901,XL2814248,176515
FR8830004374363103683172900,XL2814248,674343
FR4630004174328049209711501,XL2814248,12237
FR0430004431256627957775601,XL2814248,191632
FR0930004858277189436700500,XL2814248,18279
FR3230004069067029141303401,XW7076204,-29156
FR1830004114905895030612600,XW7076204,-188624
FR5930004284453440261592001,XW7076204,-193957
FR7030004094580742868788500,SU9774108,22458
FR0330004363052147176409301,QD3244909,157166
FR8830004374364412671045701,GQ6398059,-370925
FR4830004211790672286979401,GQ6398059,1483
FR9830004359734348070786401,AO1742460,43475
FR1630004994632916144988500,KD2711617,18171
FR7530004129457620899975101,OC1945181,-181557
FR4430004480548118868701900,OC1945181,39667
FR1130004574845700570895501,OC1945181,-132779
FR6130004083937540218092001,OC1945181,5396614
FR4330004093104477195971601,OC1945181,312496
FR3430004427369209017630000,XY2992005,781018
FR0130004806919308520498401,GX1436874,29151
FR0730004128697724715101700,BJ7246947,26999
FR3630004469570914538675000,BJ7246947,14254
FR6330004560354374288219900,BJ7246947,580051
FR8930004739130457218256301,BJ7246947,2759
FR3030004068622807360568201,GE4439811,14765
FR5930004284454325303108801,UH5457036,-81618
FR3430004324324534741697901,UH5457036,42618
FR4830004028701100171664601,UH5457036,31292
FR3330004450769263160734601,UH5457036,168909
FR9630004726816903458186201,UH5457036,-27288
FR4830004028702765917869501,FW3993721,-465954
FR1930004491983441367182600,FW3993721,1193
FR1430004463158531183712900,NI6393259,46093
FR1730004139903137881249401,WN7329186,11126
FR8630004853358661200069701,WN7329186,4618
FR1330004162200845242925101,WN7329186,32277
FR8930004739139022424332401,IJ3565631,40403
FR7830004343651576453434400,WE1540322,130206
FR7930004368574125324198501,WE1540322,3768
FR9530004777956780094303801,WE1540322,-321593
FR8230004305126740774104301,WE1540322,-3611
FR3830004809425881835411801,WE1540322,770267
FR0530004870152241807930001,ZB2738557,-96031
FR3730004331656866552976001,ZB2738557,-13071
FR5030004282913650673108601,ZB2738557,-492547
FR7730004819806947767947401,ZB2738557,47295324
FR3430004324322740051538800,PM2605284,18217
FR2930004854176670349963100,SO1644484,195225
FR8530004972749427522648100,SO1644484,-41376
FR2230004916339270960406600,FD1459506,-24109
FR8530004079601275846218000,SE6460987,2140
FR7130004898538567526940401,SE6460987,-10385
FR7030004094582816210853901,GH1666295,36070
FR6330004071863966042400800,GH1666295,21835
FR3430004427361465893010200,QB8972153,994390
FR3530004209106612863927201,IG2273592,65420
FR0330004035233823700531800,ZZ3972064,39615
FR5330004273438244198580100,ZZ3972064,807970
FR5530004960683459903782101,SH4372042,-397300
FR0630004253455046663931900,QT7925228,13899
FR7330004576454797763077701,WI0645407,38632
FR7530004129452106510011701,PH3095476,30796
FR5530004368810154801028500,ZA8115100,182207
FR7530004964100432347252201,ZA8115100,314800
FR7730004733893703289380700,WV6780725,1707666
FR0430004431253526635072401,MM6811645,-277273
FR9830004359735226103766200,MM6811645,-154995
FR4030004335014680648691900,EH1925744,-69419
FR1930004101577936185520501,PA3296881,514
FR4730004705809017091709601,EQ0723208,184677
FR6330004626035776503579000,EQ0723208,34347
FR6230004213091076350000401,YL4700668,-78191
FR9830004016245095222383501,QM2304051,-81153
FR5730004686116742703004501,VB3532513,160168
FR1530004383461578282183400,VB3532513,65483
FR3230004069064378876046600,VB3532513,540249
FR4030004523518577909659401,UI9796083,-63794
FR6530004097695895559445700,UI9796083,55546
FR4830004211794566229041901,NQ1494075,646180
FR7330004801412045781804300,NQ1494075,35400
FR9830004359733803804852101,NQ1494075,751874
FR7330004576454162311829801,HZ3959404,155924
FR1230004350563845054855101,HZ3959404,4160446
FR0730004150143773413064101,UW4170925,83513
FR1530004695943143373115501,UW4170925,18034
FR6330004071866325696201101,RA3128805,34089
FR5430004085515848760564401,HW4833802,1608
FR8830004107900011099243000,HW4833802,22488
FR8230004329014375146746400,OY2085283,12445
FR4330004382074718155755000,NR1774591,192284
FR0330004035235011370496801,NR1774591,4608
FR3730004249693566342040000,NR1774591,43113
FR1730004139909625714881800,NR1774591,182712
FR8930004739132519200488200,NR1774591,-95851
FR6430004539111797880302701,UL8641197,33638
FR0930004026739469067229901,UL8641197,8348
FR7330004801417709951644200,OB4581243,40556
FR3630004480699497060028400,OB4581243,-293060
FR5430004085517701676831600,EA8129959,-59895
FR4030004523519694449409901,BP2570401,563370
FR2730004292400214645314901,JC8150565,-52598
FR3730004331652486803844300,JC8150565,-138070
FR8830004443002647050749801,WN5635010,16343
FR3130004837545800805915000,PG9295378,271098
FR1230004610231768456512701,PG9295378,157471
FR1030004118995064873792300,PG9295378,141636
FR4230004033856182560743001,PG9295378,592159
FR4230004033851438764072601,WR4569681,4128
FR3130004753681724656526401,SN4683592,188203
FR0430004196563293556560901,SN4683592,-414173
FR2530004515706255824388600,NL6077348,44762
FR2930004325278795212359401,OK6608587,44246
FR4730004783985740466977200,OK6608587,5943
FR7130004648263454632960200,FB5608850,40630
FR9230004357600281831786600,FB5608850,-53977
FR1230004350563115035931001,FM7725399,-465279
FR2030004531849498586791901,FF8061949,916434
FR5730004686113035903388700,CJ5590987,113039
FR4630004553936554486981200,HI6184635,22992
FR5930004298154724283652400,RB2616558,9294
FR9630004448699347970551500,RB2616558,1681
FR9830004016247365516836900,XY8352200,328185
FR7130004111567311885609001,XY8352200,6266
FR5930004298158451027570200,XY8352200,38324
FR7030004407483348660347801,VY6878815,-469615
FR8330004585439941719256600,VY6878815,506363
FR4130004639372492398476600,JT6769178,71895
FR3930004537471348151603001,OV3521799,-48680
FR5430004117685321974648201,OV3521799,-177204
FR7930004630272105234180100,HX8230015,30661
FR8830004443007758673988100,KM7948526,-41803
FR6930004548467672883501100,RI2951826,443308
FR9430004405560763556730900,RI2951826,39117
FR2530004515700350657613000,MG1094095,149351
FR2530004434022680358031700,EH7012966,-111577
FR6930004548468155683903701,EH7012966,659124
FR1930004101572458399910201,NS2019904,-432656
FR5930004284455753265231301,ND0353150,8132
FR9030004810286345944493000,ND0353150,2562
FR1630004599421059699962500,ND0353150,101935
FR5430004964670444870414000,ND0353150,-37656
FR4630004553932404892583601,GT2811963,-366366
FR4730004705804065709556500,SE5677152,47329
FR7230004634681904907741100,SE5677152,119349
FR1730004773345794304337601,SB2643325,-92065
FR1630004599422523556523801,QR9256882,176974
FR8830004107900975716135500,BX3674102,18758
FR0630004253458674805038600,BX3674102,8410
FR6430004539119721005821001,BX3674102,-46530
FR9830004359738970281771100,SY4897279,16889
FR1630004994630923219641300,SY4897279,106687
FR4630004553930559028854101,SY4897279,-75133
FR8730004567284438723184601,SY4897279,21181
FR4430004480541319214994800,EL7097809,97807
FR9230004591407019129226601,EL7097809,-27602
FR1730004615201250275657200,EL7097809,19185
FR7930004630278731373182801,EL7097809,21796
FR5030004282912422455935600,EL7097809,12614
FR2430004483098682213627601,WS2971990,107746
FR4830004028701383444751000,WS2971990,91004
FR2430004483098829924533600,RQ6520324,8554
FR0130004806910791243710600,MX8212675,4938056
FR4730004705800135190312101,VA8369748,49425
FR3430004427360007176666001,NB9400962,660531
FR4930004919164293646612400,EO8056862,48369
FR0430004916206389009904900,EO8056862,-66544
FR0330004363054532859899101,RU6866463,-24459
FR8530004079609732656807100,RU6866463,753082
FR9230004591405138691141601,TY9507194,5639
FR7530004232454635967923001,KH0432298,61996
FR3230004069065284947194601,YH5361865,146986
FR9330004175809376418938101,YH5361865,56239
FR4430004480544456456937800,AW6151055,452449
FR3230004069063654827700700,GB1846397,123855
FR0930004412676624884525901,TU5968323,11388
FR1630004599425710245132500,TU5968323,49930
FR2030004531846569026320901,TU5968323,46197
FR7930004630272022070208301,YA8818011,139003
FR9030004566779236736247001,YA8818011,45551
FR4930004919164285463238400,XQ1334567,166689
FR9630004523635214557494601,XQ1334567,110819
FR3730004331654055408487901,JX0397787,46584
FR1330004162209649299182501,JX0397787,15813
FR0730004150140862122050300,EH0062960,-173524
FR3330004450765345675876101,EH0062960,29594
FR9030004132616169635772800,WQ6497341,28583
FR4930004919165374711471700,WQ6497341,145528
FR9630004726814603261358401,WQ6497341,14781
FR6330004560356653161824101,WQ6497341,51049
FR5430004089243680413470600,JU4567622,19768
FR9030004810288872188348901,KB2618390,-56141
FR8630004423875269233069601,KB2618390,190063
FR5430004302374962645454500,PW5932392,22905
FR0430004431257090428759801,SR7858456,36354
FR9030004810289849169576200,SR7858456,26339
FR7330004801413923486854500,PQ8279076,12915
FR3730004249699731638686401,MI6933882,-461262
FR7930004612831773111034500,PN5817964,391298
FR8530004079608771683149200,UD5793249,28096
FR3730004249699739666385901,MT3543622,135199
FR8930004640208496865975100,IB8193953,-461605
FR2730004088321077515787701,IB8193953,487007
FR3030004068627090467306501,TK9463590,5618
FR3330004450765165486571201,KJ3197584,-65408
FR6130004083934283746970701,KJ3197584,47827
FR6930004681617908639614200,ON0294976,8584
FR7930004630276401811072400,CQ0742786,176769
FR6330004626033976054298700,CQ0742786,-114467
FR1630004599420706437582701,CQ0742786,22395
FR0930004412678012716045100,XK4016319,-161228
FR8830004107902771109053501,XK4016319,18476
FR1030004118991058149711901,LQ0548611,10981
FR5330004273433540645125900,LQ0548611,27096
FR7230004078532690365730501,NR9587679,173904
FR1430004463155854846374500,JJ0056753,49924
FR1730004710518326474323201,IG5531196,28815
FR9230004399786350859131901,IG5531196,-369425
FR8830004107908068963512800,IG5531196,18729
FR8230004851250269154612101,IG5531196,10682
FR4130004639370990264660000,LU5859233,-67652
FR1230004112789232214938900,HI9741088,87518
FR6730004392706979739152800,HI9741088,158484
FR3530004209108554570450100,GR9940734,-380758
FR7930004630274803977106300,GR9940734,481885
FR1530004695940364628980100,TA1180796,6550306
FR2530004434023378454873300,EX9466810,-326624
FR8730004631256022443647000,EX9466810,10314
FR7730004819809329971820001,LA2719473,-97971
FR0330004001942863205813601,BH1110585,21034
FR9030004132610673591281300,IU6176420,-33095
FR6730004992473601934059200,IU6176420,-332260
FR7030004094580690378780801,IU6176420,122927
FR0430004916200929601367400,IU6176420,-24850
FR2430004936090866615250400,QF8896806,-353343
FR9330004175807734882485200,QF8896806,172282
FR7530004232456707784377601,XA2814079,49164
FR6930004681612411683027500,XA2814079,-185378
FR1630004461763622758318900,DI6994213,-2157
FR1630004599420449749428201,DI6994213,192766
FR0330004363054695555908200,WU2307666,12421
FR4330004382071889031314601,WU2307666,61349
FR6230004213094065496206600,IO6270347,124513
FR6930004548468048710353000,IO6270347,-318804
FR8930004739133273157847601,AC2966465,64876
FR6530004779535608160057101,AC2966465,46793
FR3630004053098126899649900,JZ7424933,-193410
FR7030004893741620338688001,OW9663699,-37900
FR2030004675321507073658800,OW9663699,37048
FR0730004150143363239229701,OW9663699,-158091
FR0430004431253149895457501,OW9663699,5684205
FR7530004820883510162686500,OW9663699,30018
FR7230004634687886119440901,FH0369433,-19133
FR8230004020506184583956401,FH0369433,23786
FR2430004483099692629649600,RY3335367,-55591
FR9430004405567385192802801,VP2145807,184757
FR6030004367595299299929700,KR8631583,-92892
FR1830004114901300377080700,KR8631583,192514
FR5930004298154902507276401,DV6455900,11024
FR6530004779536042122471600,DV6455900,48749
FR9230004591407109438472800,DV6455900,90460
FR6430004728022038875087000,DV6455900,27879
FR9030004551751585236668800,HS8010157,8528
FR6130004475987080269079601,NP5524547,31264
FR1430004243328664310714201,ST0805612,-88668
FR3630004469573583617131501,TH1395804,-81801
FR3230004069060196909570201,XB0949194,-367862
FR1330004851310080004449800,XB0949194,39877
FR8830004374369873983555200,ND6379176,50067
FR1130004574849167663386300,AH2998931,35805
FR9630004726816232269605501,AH2998931,-93633
FR0730004128695403776656900,JA9247293,37919
